ID;Expedition;Mode_of_Shipment;Customer_care_calls;Customer_rating;Cost_of_the_Product;Prior_purchases;Product_importance;Gender;Discount_offered;Weight_in_gms;Delay_or_OnTime_Y.N;Province_Code;
7830;JNE;Ship;5;3;2930256;3;low;M;143640;5610;1;34;
7831;Ninja Express;Ship;4;5;2140236;2;low;M;28728;5724;1;29;
7832;JNE;Ship;2;1;2384424;3;medium;F;100548;5990;1;7;
7833;SiCepat;Ship;5;4;3806460;2;low;F;28728;5164;1;3;
7834;TIKI;Ship;3;1;2010960;2;low;F;114912;5253;1;12;
7835;J&T;Ship;4;3;3361176;3;medium;F;129276;4868;1;6;
7836;JNE;Ship;3;5;1996596;2;low;F;86184;5181;0;7;
7837;Ninja Express;Ship;3;4;3332448;2;low;F;114912;5629;1;30;
7838;JNE;Ship;3;5;2686068;4;medium;F;57456;5640;0;34;
7839;SiCepat;Ship;3;4;2829708;6;medium;M;43092;4890;1;27;
7840;TIKI;Ship;3;4;3921372;2;medium;F;71820;5223;0;27;
7841;J&T;Ship;3;2;2887164;3;medium;M;100548;4890;0;21;
7842;JNE;Ship;2;2;2887164;3;high;M;28728;4865;1;23;
7843;Ninja Express;Ship;4;3;3260628;3;medium;M;143640;5782;1;12;
7844;JNE;Ship;3;5;2456244;2;medium;M;14364;4783;1;6;
7845;SiCepat;Ship;3;5;2757888;2;low;F;100548;5069;1;25;
7846;TIKI;Ship;3;1;3246264;3;high;M;28728;4831;1;13;
7847;J&T;Ship;3;4;3619728;2;medium;F;86184;4040;1;9;
7848;JNE;Ship;4;5;2542428;3;medium;F;100548;4243;1;29;
7849;Ninja Express;Ship;3;5;3030804;3;medium;M;71820;4058;1;12;
7850;JNE;Ship;6;3;2441880;4;low;M;14364;4912;0;27;
7851;SiCepat;Ship;2;3;1694952;4;medium;M;100548;5510;0;2;
7852;TIKI;Ship;4;4;2097144;3;low;M;43092;5225;1;5;
7853;J&T;Ship;3;5;2154600;3;high;M;86184;4565;0;7;
7854;JNE;Ship;5;5;3490452;3;medium;M;43092;5700;1;11;
7855;Ninja Express;Ship;4;4;1939140;3;medium;M;86184;4335;1;26;
7856;JNE;Ship;4;5;3002076;3;low;F;86184;5899;1;30;
7857;SiCepat;Ship;4;5;3116988;3;medium;M;28728;5461;1;8;
7858;TIKI;Ship;2;2;4122468;4;medium;M;143640;5972;0;12;
7859;J&T;Ship;2;3;3432996;6;medium;M;57456;4022;0;27;
7860;JNE;Ship;5;2;2714796;2;medium;M;28728;4636;1;14;
7861;Ninja Express;Ship;4;2;1996596;3;medium;M;143640;4648;0;30;
7862;JNE;Ship;4;2;3662820;3;low;F;114912;5865;0;26;
7863;SiCepat;Ship;5;1;1896048;4;medium;F;57456;5461;0;6;
7864;TIKI;Ship;4;1;1953504;3;medium;F;57456;5060;1;11;
7865;J&T;Ship;5;3;2054052;3;low;M;86184;4761;1;31;
7866;JNE;Ship;3;4;2887164;2;low;F;114912;4394;0;25;
7867;Ninja Express;Ship;6;5;3993192;5;medium;F;28728;4361;1;23;
7868;JNE;Ship;4;3;3059532;3;medium;M;57456;4367;0;24;
7869;SiCepat;Ship;2;1;2901528;2;medium;F;71820;4456;0;32;
7870;TIKI;Ship;4;5;3447360;2;medium;M;86184;5045;1;13;
7871;J&T;Ship;5;4;3203172;3;low;M;100548;4671;1;27;
7872;JNE;Ship;4;4;2772252;3;low;M;28728;5975;1;3;
7873;Ninja Express;Ship;3;1;3217536;3;low;M;114912;4908;0;5;
7874;JNE;Ship;3;1;2901528;3;medium;F;100548;5818;0;17;
7875;SiCepat;Ship;4;5;3389904;4;medium;M;14364;4082;0;29;
7876;TIKI;Ship;3;3;3102624;4;low;F;129276;5107;1;5;
7877;J&T;Ship;3;1;3289356;3;medium;M;100548;5324;1;30;
7878;JNE;Ship;4;5;3950100;3;medium;M;14364;5394;1;31;
7879;Ninja Express;Ship;3;3;3591000;2;medium;F;114912;5067;0;2;
7880;JNE;Ship;4;3;2815344;3;low;M;143640;4433;1;23;
7881;SiCepat;Ship;2;2;3160080;3;low;M;14364;5289;0;5;
7882;TIKI;Ship;4;4;2183328;3;low;M;114912;4430;0;26;
7883;J&T;Ship;3;2;2671704;2;low;M;100548;5522;0;32;
7884;JNE;Ship;3;1;2714796;3;low;F;43092;5866;1;17;
7885;Ninja Express;Ship;3;1;3188808;3;low;M;14364;5362;1;5;
7886;JNE;Ship;4;1;1996596;3;low;F;100548;5317;0;15;
7887;SiCepat;Ship;5;1;2427516;4;low;M;86184;4253;1;31;
7888;TIKI;Ship;4;3;1967868;3;medium;M;129276;5016;0;27;
7889;J&T;Ship;3;1;3045168;6;low;M;71820;5339;0;12;
7890;JNE;Ship;3;5;3303720;4;low;F;71820;4450;1;29;
7891;Ninja Express;Ship;3;2;3763368;2;low;M;100548;5141;1;12;
7892;JNE;Ship;4;4;2384424;2;low;M;114912;5192;0;31;
7893;SiCepat;Ship;6;2;1422036;3;low;M;114912;5872;0;10;
7894;TIKI;Ship;4;2;3777732;3;low;F;100548;5395;1;13;
7895;J&T;Ship;5;4;3203172;3;low;M;114912;4310;1;19;
7896;JNE;Ship;3;1;3160080;2;low;F;100548;5653;0;7;
7897;Ninja Express;Ship;3;3;3476088;3;medium;F;114912;5915;1;33;
7898;JNE;Ship;3;4;2341332;3;high;F;86184;5912;0;20;
7899;SiCepat;Ship;3;4;3921372;2;medium;M;28728;4219;1;24;
7900;TIKI;Ship;5;5;3749004;5;medium;M;129276;5385;0;6;
7901;J&T;Ship;5;1;2571156;2;low;M;114912;5198;1;30;
7902;JNE;Ship;5;2;2614248;3;low;F;143640;4128;1;28;
7903;Ninja Express;Ship;3;4;2901528;2;medium;F;86184;5030;0;10;
7904;JNE;Ship;5;2;2212056;4;low;F;114912;4820;0;20;
7905;SiCepat;Ship;4;4;3217536;2;low;F;114912;5754;1;25;
7906;TIKI;Ship;3;2;1996596;3;medium;M;57456;5531;0;28;
7907;J&T;Ship;3;5;3677184;2;medium;F;86184;5375;0;20;
7908;JNE;Ship;3;2;3605364;4;high;F;100548;4038;0;20;
7909;Ninja Express;Ship;4;5;3648456;3;medium;F;143640;4148;0;3;
7910;JNE;Ship;5;1;2599884;3;low;F;86184;5423;0;8;
7911;SiCepat;Ship;4;4;3648456;3;low;M;100548;5637;0;20;
7912;TIKI;Ship;3;3;3432996;3;medium;M;100548;4942;0;12;
7913;J&T;Ship;3;3;2398788;2;low;M;86184;5101;0;25;
7914;JNE;Ship;4;2;2757888;2;low;M;129276;4140;0;15;
7915;Ninja Express;Ship;3;2;2341332;2;low;F;71820;5021;0;18;
7916;JNE;Ship;3;1;3059532;2;low;M;86184;4747;0;13;
7917;SiCepat;Ship;3;3;3303720;3;low;M;57456;4018;1;33;
7918;TIKI;Ship;3;3;3792096;3;low;M;43092;4970;0;23;
7919;J&T;Ship;5;1;2614248;2;low;M;86184;4121;1;13;
7920;JNE;Road;5;1;3203172;3;medium;F;57456;4905;1;34;
7921;Ninja Express;Road;4;1;3749004;2;medium;F;129276;4158;0;12;
7922;JNE;Road;4;2;3562272;2;low;F;143640;5783;0;6;
7923;SiCepat;Road;4;5;2427516;4;low;M;71820;5347;0;23;
7924;TIKI;Road;3;4;2700432;6;medium;F;86184;4031;1;2;
7925;J&T;Road;3;4;2039688;4;medium;M;71820;4429;0;10;
7926;JNE;Road;4;1;2987712;2;low;F;71820;5707;1;30;
7927;Ninja Express;Road;4;5;3432996;2;medium;F;14364;4247;0;25;
7928;JNE;Road;5;5;3131352;5;low;M;71820;4303;1;6;
7929;SiCepat;Road;4;1;1967868;3;medium;F;43092;4962;1;3;
7930;TIKI;Road;4;4;1393308;6;low;M;57456;5801;0;34;
7931;J&T;Road;3;1;3476088;10;high;M;129276;5151;1;17;
7932;JNE;Road;4;3;2197692;7;medium;F;57456;4499;1;29;
7933;Ninja Express;Road;3;3;2700432;5;low;F;86184;5713;0;11;
7934;JNE;Road;4;1;3907008;2;low;F;114912;5328;1;15;
7935;SiCepat;Road;2;2;2370060;3;medium;F;143640;4080;1;14;
7936;TIKI;Road;4;4;3131352;2;medium;F;43092;5692;1;25;
7937;J&T;Road;4;3;2197692;4;low;M;57456;5161;0;4;
7938;JNE;Road;6;1;3591000;2;medium;M;57456;4016;0;34;
7939;Ninja Express;Road;4;1;2930256;8;low;F;100548;5359;0;26;
7940;JNE;Road;4;1;2212056;10;high;M;143640;5674;1;7;
7941;SiCepat;Road;4;2;3346812;7;medium;F;71820;5361;0;3;
7942;TIKI;Flight;4;3;3231900;8;low;M;114912;4718;1;33;
7943;J&T;Flight;4;4;3863916;10;high;F;43092;4488;0;17;
7944;JNE;Flight;4;5;2484972;4;low;M;100548;4978;1;30;
7945;Ninja Express;Flight;4;1;2082780;3;low;M;114912;5127;0;19;
7946;JNE;Flight;4;4;3476088;2;medium;M;86184;5866;0;7;
7947;SiCepat;Flight;3;5;3662820;7;medium;M;114912;4091;1;24;
7948;TIKI;Flight;4;1;3648456;7;low;M;71820;4104;1;26;
7949;J&T;Flight;4;3;2154600;3;high;F;28728;4383;0;33;
7950;JNE;Flight;4;2;2887164;8;medium;F;86184;5128;0;11;
7951;Ninja Express;Flight;5;2;3763368;5;low;M;71820;1751;0;5;
7952;JNE;Flight;6;4;4395384;4;low;F;114912;1465;0;32;
7953;SiCepat;Flight;6;5;3964464;4;low;M;129276;1319;0;23;
7954;TIKI;Flight;3;2;2628612;5;low;M;43092;1336;1;12;
7955;J&T;Flight;5;1;3432996;5;low;F;100548;1859;1;5;
7956;JNE;Flight;7;3;4093740;4;low;M;143640;1935;1;26;
7957;Ninja Express;Flight;5;5;3289356;6;low;F;86184;1857;0;16;
7958;JNE;Flight;7;5;4424112;5;medium;M;86184;1154;0;5;
7959;SiCepat;Flight;6;2;4208652;4;low;F;100548;1477;0;8;
7960;TIKI;Flight;6;4;3547908;4;low;M;100548;1831;0;25;
7961;J&T;Flight;6;1;3734640;5;low;F;43092;1434;0;5;
7962;JNE;Flight;7;1;4424112;4;medium;M;71820;1705;0;4;
7963;Ninja Express;Flight;5;3;3935736;6;medium;M;100548;1293;0;7;
7964;JNE;Ship;5;1;3389904;6;low;M;57456;1123;1;31;
7965;SiCepat;Ship;7;1;4179924;4;medium;F;14364;1796;0;13;
7966;TIKI;Ship;5;4;3203172;3;medium;M;100548;5738;0;34;
7967;J&T;Ship;4;4;3749004;2;medium;M;114912;5006;1;3;
7968;JNE;Ship;4;1;3562272;2;low;F;86184;5621;0;11;
7969;Ninja Express;Ship;4;5;2427516;4;low;F;86184;4213;0;27;
7970;JNE;Ship;3;2;2700432;6;medium;F;14364;4856;0;30;
7971;SiCepat;Ship;3;1;2039688;4;medium;M;100548;4780;0;18;
7972;TIKI;Ship;4;1;2987712;2;low;M;86184;5266;0;13;
7973;J&T;Ship;4;3;3432996;2;medium;F;100548;5384;0;21;
7974;JNE;Ship;5;3;3131352;5;low;F;129276;4435;1;27;
7975;Ninja Express;Ship;4;5;1967868;3;medium;M;14364;4861;0;13;
7976;JNE;Ship;4;3;1393308;6;low;F;57456;4375;0;30;
7977;SiCepat;Ship;3;4;3476088;10;high;M;71820;4127;0;33;
7978;TIKI;Ship;4;1;2197692;7;medium;F;57456;5761;1;33;
7979;J&T;Ship;3;4;2700432;5;low;F;43092;4835;1;29;
7980;JNE;Ship;4;4;3907008;2;low;M;100548;4042;1;7;
7981;Ninja Express;Ship;2;4;2370060;3;medium;M;100548;5856;0;21;
7982;JNE;Ship;4;4;3131352;2;medium;M;43092;5039;0;29;
7983;SiCepat;Ship;4;4;2197692;4;low;M;71820;5162;0;20;
7984;TIKI;Ship;6;3;3591000;2;medium;F;14364;4747;0;31;
7985;J&T;Ship;4;2;2930256;8;low;F;14364;4038;1;19;
7986;JNE;Ship;4;3;2212056;10;high;M;100548;5317;0;12;
7987;Ninja Express;Ship;4;1;3346812;7;medium;M;100548;4272;1;3;
7988;JNE;Ship;4;2;3231900;8;low;F;114912;5623;0;25;
7989;SiCepat;Ship;4;2;3863916;10;high;M;28728;5616;1;15;
7990;TIKI;Ship;4;1;2484972;4;low;F;14364;5789;0;19;
7991;J&T;Ship;4;3;2082780;3;low;F;71820;5802;1;7;
7992;JNE;Ship;4;5;3476088;2;medium;F;28728;4806;1;25;
7993;Ninja Express;Ship;3;2;3662820;7;medium;M;28728;5282;0;6;
7994;JNE;Ship;4;2;3648456;7;low;F;86184;5121;0;22;
7995;SiCepat;Ship;4;5;2154600;3;high;F;143640;5767;1;24;
7996;TIKI;Ship;4;1;2887164;8;medium;M;57456;4295;0;28;
7997;J&T;Ship;5;3;3763368;5;low;F;114912;1493;1;12;
7998;JNE;Ship;6;1;4395384;4;low;F;57456;1449;1;33;
7999;Ninja Express;Ship;6;4;3964464;4;low;F;28728;1120;1;27;
8000;JNE;Ship;3;2;2628612;5;low;F;28728;1158;1;28;
8001;SiCepat;Ship;5;2;3432996;5;low;M;14364;1518;1;18;
8002;TIKI;Ship;7;2;4093740;4;low;M;28728;1491;1;24;
8003;J&T;Ship;5;4;3289356;6;low;F;129276;1733;0;24;
8004;JNE;Ship;7;3;4424112;5;medium;M;143640;1152;1;4;
8005;Ninja Express;Ship;6;4;4208652;4;low;F;114912;1145;1;34;
8006;JNE;Ship;6;3;3547908;4;low;F;86184;1537;0;33;
8007;SiCepat;Ship;6;3;3734640;5;low;M;114912;1324;1;11;
8008;TIKI;Ship;7;1;4424112;4;medium;M;100548;1841;1;32;
8009;J&T;Ship;6;2;4050648;4;low;M;14364;1857;1;32;
8010;JNE;Ship;6;4;3849552;4;medium;F;43092;1586;0;21;
8011;Ninja Express;Ship;5;3;3418632;5;high;M;100548;1848;0;21;
8012;JNE;Ship;5;3;3648456;6;low;M;100548;1064;0;27;
8013;SiCepat;Ship;5;3;3619728;5;low;M;43092;1474;0;31;
8014;TIKI;Ship;6;4;3648456;4;low;M;129276;1594;0;29;
8015;J&T;Ship;4;1;3777732;5;low;M;114912;1426;1;33;
8016;JNE;Ship;5;4;3677184;5;low;M;86184;1551;0;16;
8017;Ninja Express;Ship;6;5;3792096;4;medium;M;114912;1755;0;18;
8018;JNE;Ship;4;5;3404268;5;low;M;28728;1357;1;28;
8019;SiCepat;Ship;4;1;3246264;5;medium;M;86184;1510;1;28;
8020;TIKI;Ship;7;5;4151196;4;low;M;43092;1656;1;21;
8021;J&T;Ship;7;4;4036284;4;low;M;129276;1970;0;27;
8022;JNE;Ship;5;1;3705912;5;low;F;57456;1032;0;16;
8023;Ninja Express;Ship;6;2;3777732;4;low;F;114912;1635;0;18;
8024;JNE;Ship;5;3;3519180;5;low;F;28728;1937;0;2;
8025;SiCepat;Ship;7;3;4251744;4;medium;M;114912;1826;1;16;
8026;TIKI;Ship;7;3;4108104;4;low;F;71820;1866;1;5;
8027;J&T;Ship;6;3;3619728;2;low;M;14364;1756;0;30;
8028;JNE;Ship;6;5;4323564;4;low;F;100548;1393;1;9;
8029;Ninja Express;Ship;7;1;4165560;4;low;M;57456;1488;0;17;
8030;JNE;Ship;7;1;3547908;4;medium;M;86184;1297;1;3;
8031;SiCepat;Ship;5;5;3418632;6;low;F;43092;1965;1;13;
8032;TIKI;Ship;5;2;3777732;5;medium;F;143640;1059;0;18;
8033;J&T;Ship;5;2;3777732;4;low;M;43092;1740;1;28;
8034;JNE;Ship;5;2;3562272;5;low;F;43092;1046;1;29;
8035;Ninja Express;Ship;7;2;4151196;5;low;M;14364;1178;0;24;
8036;JNE;Ship;4;4;3677184;5;high;M;14364;1927;1;19;
8037;SiCepat;Ship;6;2;4122468;4;low;F;100548;1837;1;17;
8038;TIKI;Ship;4;2;3591000;5;medium;M;143640;1026;1;33;
8039;J&T;Ship;7;3;4323564;4;medium;M;14364;1966;1;23;
8040;JNE;Ship;4;1;3519180;5;low;F;43092;1537;0;4;
8041;Ninja Express;Ship;4;5;3246264;5;medium;M;114912;1133;0;18;
8042;JNE;Ship;6;2;3907008;5;low;M;114912;1045;0;12;
8043;SiCepat;Ship;3;3;4409748;5;low;F;43092;1578;1;27;
8044;TIKI;Ship;6;1;1982232;3;low;M;86184;1604;0;29;
8045;J&T;Ship;5;1;3562272;5;low;F;114912;1810;0;19;
8046;JNE;Ship;5;1;4409748;4;low;M;114912;1511;1;1;
8047;Ninja Express;Ship;6;2;3677184;4;low;F;86184;1507;0;18;
8048;JNE;Ship;6;5;4323564;5;low;M;114912;1443;0;26;
8049;SiCepat;Ship;7;3;3519180;4;medium;F;143640;1610;1;32;
8050;TIKI;Ship;2;2;2413152;2;medium;F;28728;1227;1;18;
8051;J&T;Ship;6;1;4237380;4;low;M;143640;1600;0;18;
8052;JNE;Ship;6;4;4294836;4;low;M;129276;1527;0;18;
8053;Ninja Express;Ship;6;4;3634092;4;medium;M;129276;1488;0;13;
8054;JNE;Ship;7;4;3863916;4;medium;M;71820;1073;0;20;
8055;SiCepat;Ship;5;1;3835188;5;medium;F;143640;1818;0;5;
8056;TIKI;Ship;3;5;3045168;3;medium;M;100548;4411;1;19;
8057;J&T;Road;5;3;3705912;3;medium;F;14364;5719;0;25;
8058;JNE;Road;4;3;1953504;3;low;M;86184;4911;1;5;
8059;Ninja Express;Road;3;1;1450764;2;medium;F;14364;5560;0;14;
8060;JNE;Road;5;2;2743524;4;low;F;43092;5578;0;2;
8061;SiCepat;Road;5;5;2671704;4;low;M;43092;4287;0;10;
8062;TIKI;Road;4;4;1493856;5;low;F;100548;5590;0;27;
8063;J&T;Road;4;3;2887164;4;medium;F;43092;4797;0;1;
8064;JNE;Road;3;2;3375540;2;medium;F;143640;4172;0;8;
8065;Ninja Express;Road;4;4;3892644;6;high;M;43092;5204;0;29;
8066;JNE;Road;2;3;1910412;4;low;F;71820;5989;1;9;
8067;SiCepat;Road;3;1;3677184;4;low;M;86184;4814;1;20;
8068;TIKI;Road;3;1;3231900;2;low;F;28728;4438;1;3;
8069;J&T;Road;5;3;2901528;3;low;M;57456;4134;1;2;
8070;JNE;Road;4;4;3073896;3;medium;F;14364;4717;0;21;
8071;Ninja Express;Road;6;3;3116988;6;medium;M;43092;4209;0;22;
8072;JNE;Road;4;1;3461724;2;low;M;43092;5672;0;19;
8073;SiCepat;Road;2;3;3777732;3;low;M;143640;5997;0;6;
8074;TIKI;Road;4;2;3921372;2;low;F;129276;4221;0;8;
8075;J&T;Road;4;4;2858436;3;low;F;129276;5016;0;5;
8076;JNE;Road;4;1;2844072;4;medium;F;129276;5382;0;22;
8077;Ninja Express;Road;2;4;1450764;6;low;F;86184;5080;1;21;
8078;JNE;Road;4;4;2226420;4;low;F;143640;5483;1;2;
8079;SiCepat;Flight;2;1;2226420;2;low;M;28728;5661;1;23;
8080;TIKI;Flight;4;3;1680588;3;medium;F;57456;4666;0;1;
8081;J&T;Flight;3;2;3763368;2;low;M;71820;5747;1;14;
8082;JNE;Flight;5;4;2039688;3;low;F;114912;5468;1;15;
8083;Ninja Express;Flight;4;4;1651860;3;medium;M;100548;4609;0;8;
8084;JNE;Flight;4;4;2513700;3;low;F;86184;4600;1;17;
8085;SiCepat;Flight;2;5;3432996;2;low;F;129276;5363;1;24;
8086;TIKI;Flight;4;1;2456244;2;low;M;43092;4271;0;33;
8087;J&T;Flight;4;4;2499336;3;low;M;114912;4348;0;31;
8088;JNE;Flight;4;1;2355696;3;high;F;14364;5492;0;33;
8089;Ninja Express;Flight;3;2;3763368;2;medium;M;57456;5738;0;16;
8090;JNE;Flight;3;5;3763368;2;medium;F;100548;4422;1;33;
8091;SiCepat;Flight;3;1;3519180;3;low;F;57456;5449;0;24;
8092;TIKI;Flight;3;4;2642976;3;low;F;28728;4875;0;32;
8093;J&T;Flight;5;1;3318084;2;low;M;143640;4892;1;31;
8094;JNE;Flight;5;1;3246264;4;high;F;28728;5600;0;1;
8095;Ninja Express;Flight;4;1;3030804;3;medium;F;28728;5851;0;30;
8096;JNE;Flight;4;2;3820824;5;medium;M;43092;4578;0;25;
8097;SiCepat;Flight;4;2;3102624;3;low;M;57456;4309;1;24;
8098;TIKI;Flight;4;3;2197692;3;low;M;71820;5743;1;30;
8099;J&T;Flight;2;2;3476088;3;high;M;129276;4717;0;7;
8100;JNE;Flight;5;1;4050648;5;low;M;86184;5182;1;23;
8101;Ninja Express;Ship;4;1;2370060;3;medium;F;143640;4574;0;8;
8102;JNE;Ship;3;1;2097144;3;medium;M;129276;4944;1;19;
8103;SiCepat;Ship;5;3;1623132;3;medium;F;71820;4743;0;26;
8104;TIKI;Ship;3;2;2312604;3;medium;F;14364;5757;0;25;
8105;J&T;Ship;2;2;3145716;2;medium;M;114912;4518;0;3;
8106;JNE;Ship;4;2;3404268;2;low;F;14364;5261;0;11;
8107;Ninja Express;Ship;4;3;3533544;3;low;M;71820;4384;0;11;
8108;JNE;Ship;3;4;3289356;6;medium;F;43092;5471;0;19;
8109;SiCepat;Ship;3;3;2800980;3;low;M;14364;4224;0;21;
8110;TIKI;Ship;4;3;2298240;2;low;M;71820;4522;1;3;
8111;J&T;Ship;3;5;2068416;2;medium;M;86184;5983;0;19;
8112;JNE;Ship;3;3;3116988;4;medium;F;43092;5602;0;18;
8113;Ninja Express;Ship;3;4;3447360;3;high;F;86184;4412;0;30;
8114;JNE;Ship;3;2;3016440;3;medium;M;114912;4011;0;1;
8115;SiCepat;Ship;4;2;3576636;3;low;F;129276;5459;1;30;
8116;TIKI;Ship;4;1;2556792;3;high;M;43092;5520;1;33;
8117;J&T;Ship;6;4;3217536;4;low;F;86184;4493;0;7;
8118;JNE;Ship;3;1;2039688;3;medium;F;143640;4915;1;21;
8119;Ninja Express;Ship;4;5;2341332;2;medium;F;143640;5529;1;14;
8120;JNE;Ship;4;1;3749004;4;medium;F;143640;4632;0;32;
8121;SiCepat;Ship;3;4;2168964;3;medium;M;71820;4767;1;19;
8122;TIKI;Ship;4;2;2829708;2;medium;M;43092;4715;1;33;
8123;J&T;Ship;6;3;2226420;2;medium;F;14364;4182;1;30;
8124;JNE;Ship;3;5;2183328;4;medium;M;28728;4809;0;26;
8125;Ninja Express;Ship;4;5;3950100;6;low;M;43092;5008;0;1;
8126;JNE;Ship;3;1;1465128;4;medium;F;57456;5936;1;11;
8127;SiCepat;Ship;4;1;4093740;2;low;M;57456;4401;0;3;
8128;TIKI;Ship;4;5;3562272;2;medium;M;143640;4366;1;9;
8129;J&T;Ship;3;4;3935736;3;low;F;100548;5036;1;4;
8130;JNE;Ship;4;4;1493856;4;low;M;86184;4323;1;18;
8131;Ninja Express;Ship;5;4;2528064;3;medium;M;143640;5456;0;13;
8132;JNE;Ship;5;4;3404268;3;medium;F;14364;4369;0;3;
8133;SiCepat;Ship;4;4;3547908;2;medium;M;129276;5095;0;33;
8134;TIKI;Ship;5;5;3045168;5;low;F;86184;4463;0;5;
8135;J&T;Ship;4;5;3246264;2;low;M;14364;4532;0;21;
8136;JNE;Ship;6;2;3059532;2;medium;F;100548;5415;0;22;
8137;Ninja Express;Ship;4;3;2542428;3;low;M;14364;5282;0;31;
8138;JNE;Ship;4;5;3375540;4;medium;M;86184;4633;1;22;
8139;SiCepat;Ship;3;4;3777732;3;medium;F;28728;5741;1;16;
8140;TIKI;Ship;3;3;2599884;3;low;F;143640;5337;0;21;
8141;J&T;Ship;3;2;2556792;2;medium;F;28728;4122;0;10;
8142;JNE;Ship;3;5;3490452;3;medium;F;57456;4130;1;8;
8143;Ninja Express;Ship;3;3;3303720;3;medium;F;28728;4742;1;6;
8144;JNE;Ship;4;3;1522584;2;medium;F;86184;5867;0;28;
8145;SiCepat;Ship;4;5;3820824;3;medium;F;28728;4867;0;6;
8146;TIKI;Ship;5;2;4079376;4;low;M;14364;4171;1;14;
8147;J&T;Ship;2;5;3346812;3;low;M;129276;4751;1;5;
8148;JNE;Ship;3;3;2872800;3;high;F;28728;4777;1;15;
8149;Ninja Express;Ship;3;2;2528064;2;medium;F;14364;5292;0;29;
8150;JNE;Ship;5;1;4007556;5;medium;M;57456;4405;1;25;
8151;SiCepat;Ship;3;3;2355696;3;high;M;129276;5070;0;26;
8152;TIKI;Ship;4;3;2341332;3;low;F;143640;5002;1;33;
8153;J&T;Ship;4;5;3648456;3;medium;F;43092;4404;0;30;
8154;JNE;Ship;5;4;3361176;3;low;F;28728;4269;0;20;
8155;Ninja Express;Ship;4;1;2743524;3;low;F;114912;4021;1;24;
8156;JNE;Ship;3;3;3217536;3;medium;F;71820;4214;1;2;
8157;SiCepat;Ship;3;1;3591000;2;low;F;71820;4232;0;6;
8158;TIKI;Ship;4;5;1450764;6;medium;M;114912;4146;0;27;
8159;J&T;Ship;3;2;3260628;3;medium;M;86184;5058;0;23;
8160;JNE;Ship;3;1;2484972;2;medium;F;57456;5521;0;15;
8161;Ninja Express;Ship;4;3;3002076;5;medium;M;86184;4384;0;24;
8162;JNE;Ship;3;5;3461724;3;low;F;57456;4132;0;31;
8163;SiCepat;Ship;5;5;3691548;3;medium;F;129276;5972;0;9;
8164;TIKI;Ship;5;1;2097144;3;high;F;43092;4345;1;28;
8165;J&T;Ship;2;3;1852956;5;medium;M;43092;5444;1;20;
8166;JNE;Ship;3;4;4093740;3;low;M;129276;4768;1;18;
8167;Ninja Express;Ship;3;1;1910412;3;low;F;71820;5213;1;19;
8168;JNE;Ship;4;2;2657340;3;low;M;14364;4786;0;28;
8169;SiCepat;Ship;5;5;2772252;4;medium;M;114912;5714;0;16;
8170;TIKI;Ship;5;4;3274992;6;medium;M;71820;4974;1;7;
8171;J&T;Ship;3;3;2571156;2;low;M;71820;5058;0;21;
8172;JNE;Ship;4;2;3217536;3;low;F;129276;4896;0;10;
8173;Ninja Express;Ship;3;2;4007556;6;medium;M;14364;5855;0;19;
8174;JNE;Ship;4;2;2599884;3;medium;M;57456;5717;0;19;
8175;SiCepat;Ship;5;5;2844072;2;medium;M;129276;4526;0;21;
8176;TIKI;Ship;3;5;2772252;3;medium;F;57456;5817;0;20;
8177;J&T;Ship;5;4;2642976;3;low;F;14364;4208;1;9;
8178;JNE;Ship;5;2;1996596;3;low;M;129276;5920;0;21;
8179;Ninja Express;Ship;5;3;3016440;3;low;M;71820;4560;1;27;
8180;JNE;Ship;4;3;3231900;2;low;M;28728;4520;1;4;
8181;SiCepat;Ship;3;1;2714796;2;low;F;71820;4738;0;28;
8182;TIKI;Ship;4;5;2355696;4;low;F;57456;5736;0;30;
8183;J&T;Ship;3;5;2815344;3;low;M;14364;5303;1;23;
8184;JNE;Ship;5;3;3533544;2;medium;F;14364;4533;0;19;
8185;Ninja Express;Ship;4;4;2700432;4;low;F;143640;4571;1;7;
8186;JNE;Ship;3;3;3591000;2;medium;F;57456;4380;0;7;
8187;SiCepat;Ship;4;2;2240784;4;medium;F;28728;5795;1;20;
8188;TIKI;Ship;3;1;3131352;4;low;M;86184;5480;1;10;
8189;J&T;Ship;5;5;2470608;2;low;M;71820;5791;0;13;
8190;JNE;Ship;3;1;3720276;2;low;F;43092;4380;0;9;
8191;Ninja Express;Ship;3;3;3318084;3;medium;F;129276;4623;1;28;
8192;JNE;Ship;5;2;3217536;3;high;M;57456;4271;0;33;
8193;SiCepat;Ship;4;5;2887164;3;low;M;100548;4048;0;27;
8194;TIKI;Road;4;2;2714796;2;medium;M;71820;4374;0;27;
8195;J&T;Road;5;4;3806460;3;medium;M;143640;4565;0;9;
8196;JNE;Road;3;5;2111508;3;medium;M;71820;5357;1;12;
8197;Ninja Express;Road;4;4;2800980;3;low;F;86184;5783;0;29;
8198;JNE;Road;4;5;3102624;3;medium;F;100548;5891;0;10;
8199;SiCepat;Road;4;2;2125872;2;low;M;71820;4031;0;8;
8200;TIKI;Road;5;4;2585520;4;medium;F;100548;4200;1;10;
8201;J&T;Road;3;3;2427516;3;low;F;100548;5976;0;32;
